,Brand,Model,Price,Moteur,Energie,Architecture,Cylindrée,Puissance fiscale,Puissance maxi.,Couple maxi.,Boîte à vitesse,Palettes au volant,Conso. ville,Conso. route,Conso. mixte,Emission CO2,Vitesse maxi.,Accélération 0-100 km/h,Catégorie,Carrosserie,Nombre de places,Poids à vide,Longueur,Largeur,Hauteur,Empattement,Volume du réservoir,Volume de coffre,Airbags,ABS,ESP,Antipatinage,Aide au freinage d'urgence,Antidémarrage électronique,Aide au démarrage en côte,Sélecteur de mode de conduite,Détection de fatigue,Système d'alerte de franchissement de ligne,Détecteur d'angle mort,Détecteur de sous-gonflage,Fermeture de portes en roulant,Système d'alarme,Phares antibrouillard,Préparation ISOFIX,Climatisation,Système audio,Ordinateur de bord,Start & Stop,Régulateur de vitesse,Régulateur de vitesse adaptatif,Détecteur de pluie,Allumage auto. des feux,Frein à main électrique,Ecran tactile,Instrumentation de bord digitale,Reconnaissance de panneaux,Affichage Tête-Haute,Aide au stationnement,Caméra de recul,Park Assist Auto.,Commandes au volant,Volant réglable,Vitres électriques,Rétroviseurs électriques,Rétroviseurs rabattables électriquement,Coffre électrique,Démarrage mains libres,Sièges électriques,Sièges électriques avec fonction mémoire,Banquette arrière rabattable 1/3-2/3,Système de navigation GPS,Connexion Internet,Bluetooth,Follow-me home,Jantes aluminium,Volant cuir,Feux de jour,Phares à LED,Vitres sur-teintées,Sellerie,Toit,Barres de toit
348,HYUNDAI,Santa Fe,508.000 DH *   * Prix public,2.2 CRDi 202 8DCT,Diesel,4 cylindres,2.199 cm³,9 cv,202 ch,440 Nm,Automatique 8 rapports,oui,"7,2 l/100 km","5,1 l/100 km","5,8 l/100 km",119 g/km,205 km/h,"9,1 sec.",4x4 / SUV / Crossover,SUV 7 Places,5,1.745 kg,478 cm,190 cm,173 cm,276 cm,67 litre,571 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, USB",oui,non,oui,non,oui,oui,oui,oui,oui,non,oui,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
349,HYUNDAI,Santa Fe,530.000 DH *   * Prix public,2.2 CRDi 202 8DCT,Diesel,4 cylindres,2.199 cm³,9 cv,202 ch,440 Nm,Automatique 8 rapports,oui,"7,5 l/100 km","5,3 l/100 km","6,1 l/100 km",121 g/km,205 km/h,"9,1 sec.",4x4 / SUV / Crossover,SUV 7 Places,5,1.745 kg,478 cm,190 cm,173 cm,276 cm,67 litre,571 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,auto. Tri-zone,"Radio, USB",oui,non,oui,non,oui,oui,oui,oui,oui,non,oui,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Panoramique ouvrant,oui
350,JAGUAR,XE,556.000 DH *   * Prix public,2.0 D i4 204 MHEV,Diesel,4 cylindres,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports,oui,"5,4 l/100 km","3,9 l/100 km","4,3 l/100 km",112 g/km,235 km/h,"7,3 sec.",Familiale,Berline tricorps,5,1.640 kg,467 cm,197 cm,142 cm,284 cm,56 litre,455 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,oui,Cuir,Rigide,non
351,JAGUAR,XE,567.100 DH *   * Prix public,2.0 D i4 204 MHEV,Diesel,4 cylindres,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports,oui,"5,4 l/100 km","3,9 l/100 km","4,3 l/100 km",112 g/km,235 km/h,"7,3 sec.",Familiale,Berline tricorps,5,1.640 kg,467 cm,197 cm,142 cm,284 cm,56 litre,455 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,non,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,oui,Cuir,Rigide,non
352,JAGUAR,XE,678.000 DH *   * Prix public,2.0 D i4 204 MHEV,Diesel,4 cylindres,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports,oui,"5,4 l/100 km","3,9 l/100 km","4,3 l/100 km",112 g/km,235 km/h,"7,3 sec.",Familiale,Berline tricorps,5,1.640 kg,467 cm,197 cm,142 cm,284 cm,56 litre,455 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,19 pouces,oui,oui,oui,oui,Cuir,Rigide,non
353,JAGUAR,XF,591.900 DH *   * Prix public,2.0 D i4 204 MHEV,Diesel,4 cylindres,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports,oui,"5,2 l/100 km","3,8 l/100 km","4,3 l/100 km",114 g/km,235 km/h,"7,6 sec.",Routière,Berline tricorps,5,1.590 kg,495 cm,188 cm,146 cm,296 cm,74 litre,540 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,oui,oui,Conducteur et Passager,non,non,oui,non,oui,oui,18 pouces,oui,oui,oui,oui,Cuir,Rigide,non
354,JAGUAR,XF,681.200 DH *   * Prix public,2.0 D i4 204 MHEV,Diesel,4 cylindres,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports,oui,"5,2 l/100 km","3,8 l/100 km","4,3 l/100 km",114 g/km,235 km/h,"7,6 sec.",Routière,Berline tricorps,5,1.590 kg,495 cm,188 cm,146 cm,296 cm,74 litre,540 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,non,oui,non,oui,oui,19 pouces,oui,oui,oui,oui,Cuir,Rigide,non
355,JAGUAR,XF,733.600 DH *   * Prix public,2.0 D i4 204 MHEV,Diesel,4 cylindres,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports,oui,"5,2 l/100 km","3,8 l/100 km","4,3 l/100 km",114 g/km,235 km/h,"7,6 sec.",Routière,Berline tricorps,5,1.590 kg,495 cm,188 cm,146 cm,296 cm,74 litre,540 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,non,oui,non,oui,oui,20 pouces,oui,oui,oui,oui,Cuir,Rigide,non
356,JAGUAR,E-Pace,606.400 DH *   * Prix public,2.0 Diesel 163 MHEV,Diesel,4 cylindres en ligne,1.997 cm³,8 cv,163 ch,380 Nm,Automatique 8 rapports à double embrayage,oui,"6,1 l/100 km","4,7 l/100 km","5,2 l/100 km",139 g/km,200 km/h,"9,8 sec.",4x4 / SUV / Crossover,SUV compact,5,1.775 kg,440 cm,190 cm,165 cm,268 cm,56 litre,577 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,non
357,JAGUAR,E-Pace,591.600 DH *   * Prix public,2.0 Diesel 163 MHEV,Diesel,4 cylindres en ligne,1.997 cm³,8 cv,163 ch,380 Nm,Automatique 8 rapports à double embrayage,oui,"6,1 l/100 km","4,7 l/100 km","5,2 l/100 km",139 g/km,200 km/h,"9,8 sec.",4x4 / SUV / Crossover,SUV compact,5,1.775 kg,440 cm,190 cm,165 cm,268 cm,56 litre,577 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,non
358,JAGUAR,E-Pace,607.600 DH *   * Prix public,2.0 Diesel 204 MHEV,Diesel,4 cylindres en ligne,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports à double embrayage,oui,"6,5 l/100 km","4,9 l/100 km","5,3 l/100 km",140 g/km,211 km/h,"8,4 sec.",4x4 / SUV / Crossover,SUV compact,5,1.775 kg,440 cm,190 cm,165 cm,268 cm,56 litre,577 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,non
359,JAGUAR,E-Pace,635.000 DH *   * Prix public,2.0 Diesel 204 MHEV,Diesel,4 cylindres en ligne,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports à double embrayage,oui,"6,5 l/100 km","4,9 l/100 km","5,3 l/100 km",140 g/km,211 km/h,"8,4 sec.",4x4 / SUV / Crossover,SUV compact,5,1.775 kg,440 cm,190 cm,165 cm,268 cm,56 litre,577 litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,non
360,JAGUAR,I-Pace,1.032.800 DH *   * Prix public,90 kWh 400,Electrique,,,24 cv,400 ch,Nm,Automatique 8 rapports,,,,Kw/100 km,g/km,km/h,sec.,4x4 / SUV / Crossover,SUV Compact,5,1.690 kg,473 cm,194 cm,167 cm,287 cm,,650 litre,0,oui,non,non,oui,oui,non,non,non,non,non,non,oui,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,oui,Hauteur,Electrique AV,oui,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,Tissu,Rigide,non
361,JAGUAR,I-Pace,1.162.900 DH *   * Prix public,,,,,cv,ch,Nm,,,,,Kw/100 km,g/km,km/h,sec.,4x4 / SUV / Crossover,SUV Compact,5,1.690 kg,473 cm,194 cm,167 cm,287 cm,,650 litre,0,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,,Rigide,non
362,JAGUAR,I-Pace,1.264.300 DH *   * Prix public,,,,,cv,ch,Nm,,,,,Kw/100 km,g/km,km/h,sec.,4x4 / SUV / Crossover,SUV Compact,5,1.690 kg,473 cm,194 cm,167 cm,287 cm,,650 litre,0,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,non,,Rigide,non
363,JAGUAR,F-Pace,564.100 DH *   * Prix public,2.0 Turbo 250,Essence,4 cylindres,1.997 cm³,11 cv,250 ch,365 Nm,Automatique 8 rapports à double embrayage,oui,l/100 km,l/100 km,"7,3 l/100 km",170 g/km,217 km/h,"7,3 sec.",4x4 / SUV / Crossover,SUV,5,- kg,474 cm,207 cm,166 cm,287 cm,82 litre,- litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,non,oui,auto. Quadri-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,oui,non,Similicuir,Rigide,oui
364,JAGUAR,F-Pace,649.100 DH *   * Prix public,2.0 Turbo 250,Essence,4 cylindres,1.997 cm³,11 cv,250 ch,365 Nm,Automatique 8 rapports à double embrayage,oui,l/100 km,l/100 km,"7,3 l/100 km",170 g/km,217 km/h,"7,3 sec.",4x4 / SUV / Crossover,SUV,5,- kg,474 cm,207 cm,166 cm,287 cm,82 litre,- litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,non,non,oui,auto. Quadri-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,non,oui,non,non,oui,oui,19 pouces,oui,oui,oui,non,Similicuir,Rigide,oui
365,JAGUAR,F-Pace,660.600 DH *   * Prix public,2.0 Diesel 204 MHEV,Diesel,4 cylindres en ligne,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports à double embrayage,oui,"6,5 l/100 km","4,9 l/100 km","5,3 l/100 km",140 g/km,211 km/h,"8,4 sec.",4x4 / SUV / Crossover,SUV,5,- kg,474 cm,207 cm,166 cm,287 cm,82 litre,- litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,non
366,JAGUAR,F-Pace,751.600 DH *   * Prix public,2.0 Diesel 204 MHEV,Diesel,4 cylindres en ligne,1.997 cm³,8 cv,204 ch,430 Nm,Automatique 8 rapports à double embrayage,oui,"6,5 l/100 km","4,9 l/100 km","5,3 l/100 km",140 g/km,211 km/h,"8,4 sec.",4x4 / SUV / Crossover,SUV,5,- kg,474 cm,207 cm,166 cm,287 cm,82 litre,- litre,6,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,oui,non,Cuir,Rigide,non
367,JAGUAR,F-Type Coupé,750.700 DH *   * Prix public,2.0 T 300 AT,Essence,4 cylindres,1.997 cm³,11 cv,300 ch,400 Nm,Automatique Séquentielle à 8 rapports,oui,"8,8 l/100 km","6,2 l/100 km","7,2 l/100 km",163 g/km,249 km/h,"5,7 sec.",Coupé / Sportive,Coupé sportif,2,1.577 kg,447 cm,192 cm,131 cm,262 cm,70 litre,310 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,non,non,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,non,non,oui,Conducteur et Passager,non,non,non,non,oui,oui,20 pouces,oui,oui,oui,non,Cuir,Panoramique,non
368,JAGUAR,F-Type Cabriolet,850.600 DH *   * Prix public,2.0 T 300 AT,Essence,4 cylindres,1.997 cm³,11 cv,300 ch,400 Nm,Automatique Séquentielle à 8 rapports,oui,"8,8 l/100 km","6,2 l/100 km","7,2 l/100 km",163 g/km,249 km/h,"5,7 sec.",Cabriolet / Roadster,Cabriolet,2,1.694 kg,448 cm,189 cm,131 cm,262 cm,70 litre,207 litre,6,oui,oui,oui,oui,oui,oui,oui,non,non,non,oui,oui,non,non,non,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV,oui,non,non,oui,Conducteur et Passager,non,non,non,non,oui,oui,20 pouces,oui,oui,oui,non,Cuir,Panoramique,non
369,JEEP,Renegade,277.500 DH * promo,1.6 Multijet 120 DCT,Diesel,4 cylindres,1.598 cm³,6 cv,120 ch,320 Nm,Automatique 6 rapports,,"5,7 l/100 km","4,4 l/100 km","4,9 l/100 km",127 g/km,178 km/h,"10,2 sec.",4x4 / SUV / Crossover,SUV urbain,5,1.505 kg,424 cm,181 cm,167 cm,257 cm,55 litre,351 litre,8,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,oui,oui,oui,oui,manuelle,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,oui,16 pouces,non,non,non,non,Tissu,Rigide,oui
370,JEEP,Renegade,300.900 DH * promo,1.6 Multijet 120 DCT,Diesel,4 cylindres,1.598 cm³,6 cv,120 ch,320 Nm,Automatique 6 rapports,,"5,7 l/100 km","4,4 l/100 km","4,9 l/100 km",127 g/km,178 km/h,"10,2 sec.",4x4 / SUV / Crossover,SUV urbain,5,1.505 kg,424 cm,181 cm,167 cm,257 cm,55 litre,351 litre,6,oui,oui,oui,oui,oui,oui,non,non,oui,non,oui,oui,oui,oui,oui,manuelle,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,non,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,oui,non,oui,oui,17 pouces,oui,non,non,non,Tissu,Rigide,oui
371,JEEP,Compass,279.900 DH *   * Prix public,1.6 MultiJet 130 MTX,Diesel,4 cylindres,1.598 cm³,6 cv,130 ch,320 Nm,Manuelle 6 rapports,,"5,9 l/100 km","4,4 l/100 km","5,2 l/100 km",135 g/km,194 km/h,"10,6 sec.",4x4 / SUV / Crossover,SUV compact,5,1.505 kg,439 cm,182 cm,163 cm,264 cm,60 litre,438 litre,7,oui,oui,oui,oui,oui,oui,non,oui,oui,non,oui,oui,non,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,non,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,non,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,non,non,oui,oui,17 pouces,oui,oui,non,non,Tissu,Rigide,oui
372,JEEP,Compass,319.900 DH *   * Prix public,1.6 MultiJet 130 MTX,Diesel,4 cylindres,1.598 cm³,6 cv,130 ch,320 Nm,Manuelle 6 rapports,,"5,9 l/100 km","4,4 l/100 km","5,2 l/100 km",135 g/km,194 km/h,"10,6 sec.",4x4 / SUV / Crossover,SUV compact,5,1.505 kg,439 cm,182 cm,163 cm,264 cm,60 litre,438 litre,7,oui,oui,oui,oui,oui,oui,non,oui,oui,oui,oui,oui,oui,non,oui,auto. Bi-zone,"Radio, USB",oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,Avant et Arrière,oui,oui,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,non,oui,non,non,oui,oui,non,oui,oui,19 pouces,oui,oui,oui,non,Tissu,Rigide,oui
373,JEEP,Grand Cherokee,517.500 DH * promo,3.0 CRD 250,Diesel,6 cylindres en V,2.987 cm³,12 cv,250 ch,570 Nm,Automatique 8 rapports à double embrayage,oui,"9,3 l/100 km","6,5 l/100 km","7,5 l/100 km",184 g/km,202 km/h,"8,2 sec.",4x4 / SUV / Crossover,SUV,5,2.403 kg,482 cm,194 cm,179 cm,292 cm,94 litre,782 litre,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,non,non,Cuir,Panoramique ouvrant,oui
374,JEEP,Grand Cherokee,581.500 DH * promo,3.0 CRD 250,Diesel,6 cylindres en V,2.987 cm³,12 cv,250 ch,570 Nm,Automatique 8 rapports à double embrayage,oui,"9,3 l/100 km","6,5 l/100 km","7,5 l/100 km",184 g/km,202 km/h,"8,2 sec.",4x4 / SUV / Crossover,SUV,5,2.403 kg,482 cm,194 cm,179 cm,292 cm,94 litre,782 litre,8,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,oui,non,oui,oui,auto. Bi-zone,"Radio, CD, USB",oui,oui,oui,non,oui,oui,oui,oui,non,non,non,Avant et Arrière,oui,non,oui,Hauteur et Profondeur,Electrique AV/AR,oui,oui,oui,oui,Conducteur et Passager,oui,oui,oui,non,oui,oui,18 pouces,oui,oui,non,oui,Cuir,Panoramique ouvrant,oui
375,KIA,Picanto,132.900 DH * promo,1.0 l MPI 67,Essence,3 cylindres,998 cm³,6 cv,67 ch,96 Nm,Manuelle 5 rapports,,"5,9 l/100 km","4,4 l/100 km","4,9 l/100 km",106 g/km,161 km/h,"14,3 sec.",Micro citadine,Micro citadine,5,983 kg,360 cm,160 cm,149 cm,240 cm,35 litre,255 litre,2,oui,non,non,non,oui,non,non,non,non,non,non,oui,oui,oui,oui,manuelle,"Radio, USB",oui,non,non,non,non,oui,non,non,non,non,non,non,non,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,non,non,14 pouces,non,oui,non,non,Tissu,Rigide,non
376,KIA,Picanto,138.900 DH * promo,1.0 l MPI 67,Essence,3 cylindres,998 cm³,6 cv,67 ch,96 Nm,Manuelle 5 rapports,,"5,9 l/100 km","4,4 l/100 km","4,9 l/100 km",106 g/km,161 km/h,"14,3 sec.",Micro citadine,Micro citadine,5,983 kg,360 cm,160 cm,149 cm,240 cm,35 litre,255 litre,2,oui,non,non,non,oui,non,non,non,non,non,non,oui,oui,oui,oui,manuelle,"Radio, USB",oui,non,non,non,non,oui,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,14 pouces,non,oui,non,non,Tissu,Rigide,non
377,KIA,Picanto,139.900 DH * promo,1.0 l MPI 67,Essence,3 cylindres,998 cm³,6 cv,67 ch,96 Nm,Manuelle 5 rapports,,"5,9 l/100 km","4,4 l/100 km","4,9 l/100 km",106 g/km,161 km/h,"14,3 sec.",Micro citadine,Micro citadine,5,983 kg,360 cm,160 cm,149 cm,240 cm,35 litre,255 litre,2,oui,non,non,non,oui,non,non,non,non,non,non,oui,oui,oui,oui,manuelle,"Radio, USB",oui,non,non,non,non,oui,non,oui,non,non,non,Arrière,oui,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,non,non,14 pouces,non,oui,non,non,Tissu,Rigide,non
378,KIA,Picanto,147.900 DH * promo,1.0 l MPI 67 BVA,Essence,3 cylindres,998 cm³,6 cv,67 ch,96 Nm,Automatique 4 rapports,,"6,2 l/100 km","4,6 l/100 km","5,2 l/100 km",112 g/km,155 km/h,"14,1 sec.",Micro citadine,Micro citadine,5,983 kg,360 cm,160 cm,149 cm,240 cm,35 litre,255 litre,2,oui,non,non,non,oui,non,non,non,non,non,non,non,non,oui,oui,manuelle,"Radio, USB",oui,non,non,non,non,oui,non,non,non,non,non,non,non,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,non,non,14 pouces,non,oui,non,non,Tissu,Rigide,non
379,KIA,Picanto,153.900 DH * promo,1.0 l MPI 67 BVA,Essence,3 cylindres,998 cm³,6 cv,67 ch,96 Nm,Automatique 4 rapports,,"6,2 l/100 km","4,6 l/100 km","5,2 l/100 km",112 g/km,155 km/h,"14,1 sec.",Micro citadine,Micro citadine,5,983 kg,360 cm,160 cm,149 cm,240 cm,35 litre,255 litre,2,oui,non,non,non,oui,non,non,non,non,non,non,oui,oui,oui,oui,manuelle,"Radio, USB",oui,non,non,non,non,oui,non,oui,non,non,non,non,oui,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,14 pouces,non,oui,non,non,Tissu,Rigide,non
380,KIA,Picanto,154.900 DH * promo,1.0 l MPI 67 BVA,Essence,3 cylindres,998 cm³,6 cv,67 ch,96 Nm,Automatique 4 rapports,,"6,2 l/100 km","4,6 l/100 km","5,2 l/100 km",112 g/km,155 km/h,"14,1 sec.",Micro citadine,Micro citadine,5,983 kg,360 cm,160 cm,149 cm,240 cm,35 litre,255 litre,2,oui,non,non,non,oui,non,non,non,non,non,non,oui,oui,oui,oui,manuelle,"Radio, USB",oui,non,non,non,non,oui,non,oui,non,non,non,non,oui,non,oui,Hauteur,Electrique AV/AR,oui,non,non,non,non,non,oui,non,non,oui,non,14 pouces,non,oui,non,non,Tissu,Rigide,non
381,KIA,Picanto,164.900 DH * promo,1.0 l MPI 67 BVA,Essence,3 cylindres,998 cm³,6 cv,67 ch,96 Nm,Automatique 4 rapports,,"6,2 l/100 km","4,6 l/100 km","5,2 l/100 km",112 g/km,155 km/h,"14,1 sec.",Micro citadine,Micro citadine,5,983 kg,360 cm,160 cm,149 cm,240 cm,35 litre,255 litre,2,oui,oui,oui,non,oui,oui,non,non,non,non,non,oui,oui,oui,oui,auto.,"Radio, USB",oui,non,non,non,non,oui,non,oui,non,non,non,non,oui,non,oui,Hauteur,Electrique AV/AR,oui,oui,non,non,non,non,oui,non,non,oui,oui,14 pouces,oui,oui,non,non,Tissu,Rigide,non
382,KIA,Picanto,164.900 DH * promo,1.0 l MPI 67 BVA,Essence,3 cylindres,998 cm³,6 cv,67 ch,96 Nm,Automatique 4 rapports,,"6,2 l/100 km","4,6 l/100 km","5,2 l/100 km",112 g/km,155 km/h,"14,1 sec.",Micro citadine,Micro citadine,5,983 kg,360 cm,160 cm,149 cm,240 cm,35 litre,255 litre,2,oui,oui,oui,non,oui,oui,non,non,non,non,non,oui,oui,oui,oui,auto.,"Radio, USB",oui,non,non,non,non,oui,non,oui,non,non,non,non,oui,non,oui,Hauteur,Electrique AV/AR,oui,oui,non,non,non,non,oui,non,non,oui,oui,14 pouces,oui,oui,non,non,Tissu,Rigide,non
